"NumerodoAluno";"SIUPTAnoLetivo";"kMotivoDeAnulacaoSuspens";"Resultado";"snome";"estado";"TextoRequerimento";"tamanho";"Inicio";"Filtro_A";"filtro_B";"Categoria"
"50540";"2023/2024";"2";"Deferido";"Opção por outra Universidade a que também me candidatei";"Despachado";"ANULACAO DE MATRICULA MOTIVO: SOLICITO O REEMBOLSO DO VALOR PAGO NA MATRICULA.";"0";"Anulação de matrícula Motivo";"ANULACAO";"Opção por outra Universidade a que também me candidatei";"OPCAO POR OUTRA UNIVERSIDADE A QUE TAMBEM ME CANDIDATEI"
"50257";"2023/2024";"2";"Deferido";"Opção por outra Universidade a que também me candidatei";"Despachado";"ANULACAO DA MATRICULA MOTIVO: BOA TARDE EXMOS. SRS.,&#13; &#13; VENHO, POR ESTE MEIO, SOLICITAR O CANCELAMENTO DA MINHA MATRICULA:&#13; &#13; ALUNA 50257 - MARIA EDUARDA TEIXEIRA RIBEIRO &#13; &#13; AGUARDO RESPOSTA E DESDE JA AGRADECO.&#13; &#13; COM OS MELHORES CUMPRIMENTOS,&#13; MARIA RIBEIRO";"0";""Anulação da Matrícula  Motivo";""ANULACAO";"Opção por outra Universidade a que também me candidatei";"OPCAO POR OUTRA UNIVERSIDADE A QUE TAMBEM ME CANDIDATEI"
"50133";"2023/2024";"2";"Deferido";"Opção por outra Universidade a que também me candidatei";"Despachado";"ANULACAO DE MATRICULA MOTIVO: INGRESSOU EM OUTRA UNIVERSIDADE";"0";"anulação de matricula Motivo";"ANULACAO";"Opção por outra Universidade a que também me candidatei";"OPCAO POR OUTRA UNIVERSIDADE A QUE TAMBEM ME CANDIDATEI"
"48725";"2023/2024";"2";"Deferido";"Opção por outra Universidade a que também me candidatei";"Despachado";"ANULACAO MATRICULA MOTIVO: COLOCADO EM ENSINO SUPERIOR PUBLICO";"0";"Anulação matricula Motivo";"ANULACAO";"Opção por outra Universidade a que também me candidatei";"OPCAO POR OUTRA UNIVERSIDADE A QUE TAMBEM ME CANDIDATEI"
"48960";"2023/2024";"2";"Deferido";"Opção por outra Universidade a que também me candidatei";"Despachado";"ANULACAO DA MATRICULA - ANA SOFIA TOMAS MOTIVO: SOLICITO A ANULACAO DA MATRICULA/INSCRICAO POR OPCAO POR OUTRA INSTITUICAO DE ENSINO QUE APENAS FOI POSSIVEL AFERIR NA SEGUNDA FASE DE CANDIDATURA.";"0";"Anulação da matrícula  - Ana Sofia Tomás Motivo";"ANULACAO";"Opção por outra Universidade a que também me candidatei";"OPCAO POR OUTRA UNIVERSIDADE A QUE TAMBEM ME CANDIDATEI"
"50519";"2023/2024";"2";"Deferido";"Opção por outra Universidade a que também me candidatei";"Despachado";"ANULACAO DE MATRICULA MOTIVO: ENTREI NUMA INSTITUICAO DE ENSINO PUBLICO.";"0";"Anulação de matrícula  Motivo";"ANULACAO";"Opção por outra Universidade a que também me candidatei";"OPCAO POR OUTRA UNIVERSIDADE A QUE TAMBEM ME CANDIDATEI"
"48877";"2023/2024";"2";"Deferido";"Opção por outra Universidade a que também me candidatei";"Despachado";"ANULACAO DA MATRICULA MOTIVO: FUI APROVADA EM UMA UNIVERSIDADE PUBLICA";"0";"Anulação da matrícula  Motivo";"ANULACAO";"Opção por outra Universidade a que também me candidatei";"OPCAO POR OUTRA UNIVERSIDADE A QUE TAMBEM ME CANDIDATEI"
"50300";"2023/2024";"9";"NULL";"Outros acima não identificados";"Cancelado";"REQUERIMENTO PARA ANULAR MATRICULA MOTIVO: TENTEI FAZER UM REQUERIMENTO HA POUCOS DIAS. NAO RECEBI NENHUMA NOTIFICACAO VIA EMAIL OU VIA SMS O QUE FEZ COM QUE A REFERENCIA DE PAGAMENTO DA ANULACAO FICASSE SEM EFEITO. FICO A ESPERA DUMA NOVA REFERENCIA , VERIFICAREI O PORTAL DA SIUP PARA ESTAR A PAR DA CONTA CORRENTE DE MODO A NAO DEIXAR PASSAR. OBRIGADO";"0";"Requerimento para anular matrícula Motivo";"REQUERIMENTO";"Outros acima não identificados";"OUTROS ACIMA NAO IDENTIFICADOS"
"48877";"2023/2024";"2";"NULL";"Opção por outra Universidade a que também me candidatei";"Cancelado";"ANULACAO DA MATRICULA MOTIVO: FUI APROVADA EM UMA UNIVERSIDADE PUBLICA";"0";"Anulação da matrícula  Motivo";"ANULACAO";"Opção por outra Universidade a que também me candidatei";"OPCAO POR OUTRA UNIVERSIDADE A QUE TAMBEM ME CANDIDATEI"
"50190";"2023/2024";"2";"Deferido";"Opção por outra Universidade a que também me candidatei";"Despachado";"ANULACAO DE MATRICULA CURSO GESTAO MOTIVO: VENHO POR ESTE MEIO SOLICITAR A V. EXAS. A ANULACAO DA MINHA MATRICULA POR MOTIVOS ECONOMICO/FINANCEIROS E POR TER MAIS UMA IRMA OPTEI POR OUTRO CURSO NO ENSINO PUBLICO.&#13; &#13; DESDE JA AGRADECO TODA A ATENCAO E COMPREENSAO QUE POSSAM DAR A ESTE MEU PEDIDO, RECONHECENDO O VALOR QUE A V/INSTITUICAO REPRESENTA POIS A MINHA MAE FOI EX-ALUNA MAS NESTE MOMENTO DADA A CONJUNTURA ATUAL TENHO DE FAZER ESTA ESCOLHA.&#13; &#13; OS MEUS MELHORES CUMPRIMENTOS.&#13; &#13; LETICIA OLIVEIRA";"0";""Anulação de Matrícula Curso Gestão Motivo";""ANULACAO";"Opção por outra Universidade a que também me candidatei";"OPCAO POR OUTRA UNIVERSIDADE A QUE TAMBEM ME CANDIDATEI"
"50259";"2023/2024";"2";"Deferido";"Opção por outra Universidade a que também me candidatei";"Despachado";"ANULACAO DA MATRICULA MOTIVO: FUI COLOCADO NOUTRA INSTITUICAO, NA QUAL EU OPTEI POR FREQUENTAR.";"0";"Anulação da Matrícula Motivo";"ANULACAO";"Opção por outra Universidade a que também me candidatei";"OPCAO POR OUTRA UNIVERSIDADE A QUE TAMBEM ME CANDIDATEI"
"50057";"2023/2024";"6";"Deferido";"Motivos financeiros";"Despachado";"ANULACAO DE MATRICULA MOTIVO: CURSO QUE NAO ME IDENTIFIQUEI JUNTAMENTE COM MOTIVOS FINANCEIROS.";"0";"Anulação de Matrícula Motivo";"ANULACAO";"Motivos financeiros";"MOTIVOS FINANCEIROS"
"48714";"2023/2024";"6";"Deferido";"Motivos financeiros";"Despachado";"ANULACAO DE MATRICULA MOTIVO: O UNICO MOTIVO PELO QUAL IREI ANULAR A MINHA MATRICULA E FINANCEIRO PORQUE OS MEUS PAIS NAO ESTAO CONSEGUIR SUPORTAR TODOS OS CUSTOS ENVOLVENTES PARA ALEM DA UNIVERSIDADE.&#13; ESPERO QUE COMPREENDAM";"0";""Anulação de Matrícula Motivo";""ANULACAO";"Motivos financeiros";"MOTIVOS FINANCEIROS"
"39834";"2023/2024";"9";"Deferido";"Outros acima não identificados";"Despachado";"MOTIVOS PESSOAIS. MOTIVO: MOTIVOS PESSOAIS.";"0";"Motivos Pessoais. Motivo";"MOTIVOS";"Outros acima não identificados";"OUTROS ACIMA NAO IDENTIFICADOS"
"50508";"2023/2024";"5";"Deferido";"Não era o Curso pretendido";"Despachado";"ANULACAO DE MATRICULA, CURSO NAO PRETENDIDO MOTIVO: SOLICITO A ANULACAO DA MATRICULA COMO ALUNO EXTERNO";"0";"Anulação de matrícula, curso não pretendido  Motivo";"ANULACAO";"Não era o Curso pretendido";"NAO IDENTIFICACAO COM O CURSO"
"50508";"2023/2024";"5";"NULL";"Não era o Curso pretendido";"Cancelado";"ANULACAO DE MATRICULA, CURSO NAO PRETENDIDO MOTIVO: SOLICITO A ANULACAO DA MATRICULA COMO ALUNO EXTERNO";"0";"Anulação de matrícula, curso não pretendido  Motivo";"ANULACAO";"Não era o Curso pretendido";"NAO IDENTIFICACAO COM O CURSO"
"48947";"2023/2024";"3";"Deferido";"Não identificação com o curso";"Despachado";"PEDIDO ANULACAO MATRICULA MOTIVO: BOA NOITE. SOLICITO A ANULACAO DA MINHA MATRICULA PORQUE INFELIZMENTE NAO ME ADAPTEI A UNIVERSIDADE NEM AO CURSO QUE ESCOLHI. EM NOVEMBRO JA NAO IREI FREQUENTAR AS AULAS. FOI UMA DECISAO PENSADA E PONDERADA NAS ULTIMAS SEMANAS. MUITO OBRIGADO PELA COMPREENSAO. AFONSO PETIZ";"0";"Pedido anulação Matricula Motivo";"PEDIDO";"Não identificação com o curso";"NAO IDENTIFICACAO COM O CURSO"
"47445";"2023/2024";"6";"Deferido";"Motivos financeiros";"Despachado";"ANULACAO DA MATRICULA MOTIVO: EXMO.(A) SR.(A)&#13; &#13; POR MOTIVOS FINANCEIROS E DE HABITACAO, VENHO POR ESTE MEIO PEDIR QUE SE FACA A ANULACAO DA MATRICULA, POIS ME ENCONTRO A MORAR LONGE DO PORTO (ABRANTES), PRETENDO ME INSCREVER EM UMA UNIVERSIDADE PERTO DE CASA PARA ASSIM PODER REDUZIR OS CUSTOS, PECO A COMPREENSAO DA VOSSA PARTE.&#13; &#13; ATENTAMENTE,&#13; HYOANESA PEDRO&#13; ALUNA N° 47445";"0";""Anulação da matrícula  Motivo";""ANULACAO";"Motivos financeiros";"MOTIVOS FINANCEIROS"
"38152";"2016/2017";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DA MATRICULA MOTIVO DE: PECO A ANULACAO DA MATRICULA POR MOTIVOS DE MUDANCA DE FACULDADE.";"0";"Anulação da matrícula  Motivo de";"ANULACAO";"Mudança Instituição";"OPCAO POR OUTRA UNIVERSIDADE A QUE TAMBEM ME CANDIDATEI"
"34798";"2016/2017";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO MOTIVO DE: PEDIDO VIA E-MAIL DATADO DE 13/02/2017 EXMºS SENHORES,   EM VIRTUDE DE ATRAVESSAR UM PERIODO DE GRAVES CONSTRANGIMENTOS FINANCEIROS, VENHO POR ESTE MEIO , ANULAR A MINHA MATRICULA.   COM OS MELHORES CUMPRIMENTOS    MARIO MANUEL VALES FERREIRA ALUNO 34798 DD";"0";"Anulação Motivo de";"ANULACAO";"Motivo financeiro";"MOTIVOS FINANCEIROS"
"35393";"2016/2017";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DE MATRICULA MOTIVO DE: MUDANCA DE UNIVERSIDADE";"0";"Anulação de matrícula  Motivo de";"ANULACAO";"Mudança Instituição";"OPCAO POR OUTRA UNIVERSIDADE A QUE TAMBEM ME CANDIDATEI"
"36254";"2016/2017";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DE MATRICULA MOTIVO DE: GOSTARIA DE ANULAR A MINHA MATRICULA, DO CORRENTE ANO LECTIVO. POR FALTA DE APROVEITAMENTO DECIDI INTERROMPER OS ESTUDOS. CUMPRIMENTOS, NELSON";"0";"Anulação de matricula  Motivo de";"ANULACAO";"Motivação Pessoal";"MOTIVACAO PESSOAL"
"36254";"2016/2017";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DE MATRICULA MOTIVO DE: GOSTARIA DE ANULAR A MINHA MATRICULA, DO CORRENTE ANO LECTIVO. POR FALTA DE APROVEITAMENTO DECIDI INTERROMPER OS ESTUDOS. CUMPRIMENTOS, NELSON";"0";"Anulação de matricula  Motivo de";"ANULACAO";"Motivação Pessoal";"MOTIVACAO PESSOAL"
"37894";"2016/2017";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DA MATRICULA MOTIVO DE: EU, LEONOR BORDALO RAMALHAO ALMEIDA, ALUNA NR: 37894, INSCRITA DESDE SETEMBRO DE 2016 NO CURSO DE PSICOLOGIA NESTE ESTABELECIMENTO DE ENSINO, UNIVERSIDADE PORTUCALENSE INFANTE D. HENRIQUE, DIRIJO-ME A DIRECCAO, COM O INTUITO DE REQUERER A ANULACAO DA MINHA MATRICULA, COM EFEITOS IMEDIATOS, MOTIVADA POR ASSUNTOS PESSOAIS E FAMILIARES.";"0";"Anulação da matricula Motivo de";"ANULACAO";"Mudança Instituição";"OPCAO POR OUTRA UNIVERSIDADE A QUE TAMBEM ME CANDIDATEI"
"38275";"2016/2017";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DE MATRICULA MOTIVO DE: PRETENDO ANULAR A MINHA MATRICULA.EMBORA TENHA TODAS AS FATURAS A DATA LIQUIDADAS, NAO ME E POSSIVEL ACEDER A PRATICAMENTE NADA";"0";"Anulação de matrícula Motivo de";"ANULACAO";"Motivação Pessoal";"MOTIVACAO PESSOAL"
"35327";"2016/2017";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DA MATRICULA MOTIVO DE: VENHO POR ESTE MEIO PEDIR A ANULACAO DE MATRICULA NO MESTRADO EM PSICOLOGIA CLINICA E DA SAUDE, DE MANEIRA A NAO PAGAR QUALQUER VALOR. MUITO OBRIGADO, CATIA SILVA";"0";"Anulação da matrícula  Motivo de";"ANULACAO";"Saúde";"MOTIVOS DE SAUDE"
"39316";"2017/2018";"NULL";"Indeferido";"NULL";"Despachado";"ANULACAO DA MATRICULA PARA O 2º SEMESTRE MOTIVO: POR FALTA DE CONCLUSAO NA SUA TOTALIDADE DO 1º SEMESTRE DAS CADEIRAS EM QUE SE ENCONTRAVA INSCRITA, VENHO DESTA FORMA INFORMAR QUE PRETENDO O CANCELAMENTO PARA O 2º SEMESTRE. CAMILO DAMIAO (PAI) - 919 718 817";"0";"Anulação da matricula para o 2º semestre Motivo";"ANULACAO";"Motivação Pessoal";"MOTIVACAO PESSOAL"
"37326";"2017/2018";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DE MATRICULA MOTIVO: SOLICITAR CONGELAR A MINHA MATRICULA POIS NAO POSSO INGRESSAR NO SEGUNDO SEMESTRE DEVIDO A PROBLEMAS PESSOAIS.";"0";"Anulação de matrícula Motivo";"ANULACAO";"Motivação Pessoal";"MOTIVACAO PESSOAL"
"38800";"2017/2018";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DE MATRICULA MOTIVO: BOA TARDE VENHO POR ESTE MEIO DIZER QUE INFELIZMENTE DEVIDO A PROBLEMAS FINANCEIROS NAO SERA DA MINHA PARTE DE TODO POSSIVEL CONTINUAR A INGRESSAR NA VOSSA INSTITUICAO DEVIDO AO FACTO DE AMBOS MEUS PROGENITORES SE ENCONTRAREM DESEMPREGADOS DE MOMENTO. SOLICITO A MAIOR RAPIDEZ MA RESOLUCAO DESTE CASO E O VALOR EM DIVIDA ESTOU DISPOSTO A PAGAR ATRAVES DE UM ACORDO DE 25€ POR MES DEVIDO A ESSA MESMA PRECARIDADE EM Q ME ENCONTRO. CUMPRIMENTOS E ESPERO POR RESPOSTA  CLAUDIO CORREIA ALUNO NUMERO 38800";"0";"Anulação de matrícula Motivo";"ANULACAO";"Motivo financeiro";"MOTIVOS FINANCEIROS"
"38014";"2017/2018";"NULL";"NULL";"NULL";"Cancelado";"PEDIDO DE ANULACAO DA MATRICULA MOTIVO: POR INCAPACIDADE PARA ATINGIR OS OBJETIVOS A QUE ME PROPUS NESTE CURSO, E CONSEQUENTEMENTE MUDANCA DE CURSO.";"0";"Pedido de anulação da matrícula Motivo";"PEDIDO";"Mudança de Curso";"NAO IDENTIFICACAO COM O CURSO"
"36178";"2017/2018";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DE MATRICULA MOTIVO: DECIDI DESISTIR.";"0";"Anulação de matricula  Motivo";"ANULACAO";"Motivação Pessoal";"MOTIVACAO PESSOAL"
"39337";"2017/2018";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DA MATRICULA MOTIVO: NAO ME IDENTIFIQUEI COM O CURSO QUE ESCOLHI E NAO TENHO MOTIVOS PARA CONTINUAR.";"0";"Anulação da matricula Motivo";"ANULACAO";"Motivação Pessoal";"MOTIVACAO PESSOAL"
"24466";"2017/2018";"NULL";"Deferido";"NULL";"Despachado";"CANCELAMENTO DA MATRICULA MOTIVO: EX.MOS SENHORES,  SOLICITO O CANCELAMENTO DA MINHA MATRICULA, POR NAO TER INTERESSE EM REALIZAR OS ESTUDOS DO SEGUNDO SEMESTRE, AOS QUAIS, ALIAS, NAO ME INSCREVI.  CUMPRIMENTOS,  OV";"0";"Cancelamento da matricula Motivo";"CANCELAMENTO";"Motivação Pessoal";"MOTIVACAO PESSOAL"
"38093";"2017/2018";"NULL";"Deferido";"NULL";"Despachado";"A DIRECAO MOTIVO: ANULACAO DE MATRICULA  NAO ME SINTO ENQUADRADA NO AMBIENTE DESTA ESTRUTURA ESCOLAR E NAO GOSTO DO CURSO, VOU TENTAR MUDAR A MINHA ORIENTACAO PROFISSIONAL";"0";"À direção  Motivo";"A";"Insatisfação";"MOTIVACAO PESSOAL"
"38014";"2017/2018";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DA MATRICULA MOTIVO: POR INCAPACIDADE PARA ATINGIR OS OBJETIVOS A QUE ME PROPUS NESTE CURSO, E CONSEQUENTEMENTE MUDANCA DE CURSO.";"0";"anulação da matricula Motivo";"ANULACAO";"Mudança de Curso";"NAO IDENTIFICACAO COM O CURSO"
"39274";"2017/2018";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DE MATRICULA MOTIVO: VENHO MUI RESPETUOSAMENTE SOLICITAR A ANULACAO DA MINHA MATRICULA POR O SEGUINTE MOTIVO: O CURSO DE RELACOES INTERNACIONAIS NAO E O CURSO QUE QUERO SEGUIR NA FACULDADE E NAO QUERO CONTINUAR A ESTUDAR UM CURSO O QUAL NAO GOSTO NADA. MUITO OBRIGADO, GUILLERMO PEREZ DEL SOLAR PINTO BASTO.";"0";"Anulação de Matricula Motivo";"ANULACAO";"Insatisfação";"MOTIVACAO PESSOAL"
"36984";"2017/2018";"NULL";"Indeferido";"NULL";"Despachado";"ANULACAO MOTIVO: EXMOS. SENHORES, PELO PRESENTE E NA QUALIDADE DE MAE DO ALUNO SUPRA IDENTIFICADO, VENHO JUNTO DE V. EXAS. SOLICITAR A SUSPENSAO DA SUA MATRICULA JUNTO DESSA UNIVERSIDADE. SOLICITO AINDA O OBSEQUIO DE CONSIDERAREM A PROPINA ATE AO MES DE JANEIRO DE 2018, UMA VEZ QUE O MESMO NAO SE ENCONTRA A FREQUENTAR AULAS OU A REALIZAR EXAMES. COM OS MEUS RESPEITOSOS CUMPRIMENTOS, SOU ATENTAMENTE";"0";"Anulação Motivo";"ANULACAO";"Motivação Pessoal";"MOTIVACAO PESSOAL"
"38813";"2017/2018";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DE MATRICULA MOTIVO: ANULACAO POR TER FEITO A MATRICULA NOUTRA INSTITUICAO.";"0";"Anulação de Matricula Motivo";"ANULACAO";"Mudança Instituição";"OPCAO POR OUTRA UNIVERSIDADE A QUE TAMBEM ME CANDIDATEI"
"38725";"2017/2018";"NULL";"Deferido";"NULL";"Despachado";"A DIRECAO MOTIVO:  POR MOTIVOS PESSOAIS";"0";"A direção  Motivo";"A";"Motivação Pessoal";"MOTIVACAO PESSOAL"
"38754";"2017/2018";"NULL";"Deferido";"NULL";"Despachado";"REQUERIMENTO MOTIVO: NAO ME IDENTIFICO COM O CURSO QUE FREQUENTO.";"0";"Requerimento Motivo";"REQUERIMENTO";"Motivação Pessoal";"MOTIVACAO PESSOAL"
"38892";"2017/2018";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DA MATRICULA DE EDUARDA DA SILVA FERREIRA MOTIVO: VENHO POR ESTE MEIO FAZER O PEDIDO DE ANULACAO DA MATRICULA DE EDUARDA SILVA FERREIRA, DO 1° ANO DE RELACOES INTERNACIONAIS DE 2017/2018.  COMO, NO INICIO DO ANO, O VALOR TOTAL DAS PROPINAS, PARA TODO O ANO, FOI PAGO, PECO, QUE NOS POSSIBILITEM O VALOR RESTANTE DAS PROPINAS A PARTIR DO MOMENTO EM QUE ESTE REQUERIMENTO E ENVIADO. A EDUARDA, INFELIZMENTE, TEVE PROBLEMAS RELACIONADOS COM ANSIEDADE QUE A IMPOSSIBILITARAM DE CONTINUAR O ANO LETIVO. PECO DESDE JA A VOSSA COMPREENSAO. CUMPRIMENTOS";"0";"Anulação da matrícula de Eduarda da Silva Ferreira Motivo";"ANULACAO";"Motivação Pessoal";"MOTIVACAO PESSOAL"
"37645";"2017/2018";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DE MATRICULA MOTIVO: EU, MARIA DE FATIMA SILVA CARVALHO, PORTUGUESA, SOLTEIRA, ALUNA DESTA UNIVERSIDADE NO CURSO DE ECONOMIA NUMERO 37645, RESIDENTE NA RUA SAO JOSE N° 29, PORTO. SIRVO-ME NO PRESENTE SOLICITAR VOSSA EXCELENCIA DA ANULACAO DE MATRICULA POR MOTIVOS FINANCEIROS.  OS MELHORES CUMPRIMENTOS MARIA CARVALHO";"0";"Anulação de matricula  Motivo";"ANULACAO";"Motivo financeiro";"MOTIVOS FINANCEIROS"
"38025";"2017/2018";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DE MATRICULA MOTIVO: O CURSO QUE ESCOLHI NAO ATINGE OS MEUS OBJETIVOS DE VIDA";"0";"Anulação de matrícula Motivo";"ANULACAO";"Motivação Pessoal";"MOTIVACAO PESSOAL"
"42441";"2020/2021";"NULL";"Deferido";"NULL";"Despachado";"PEDIDO ANULACAO DA MATRICULA MOTIVO: BOA NOITE,  EU, DIANA FILIPA PEREIRA DE CARVALHO, COM Nº ALUNO 42441, VENHO POR ESTE MEIO SOLICITAR A VOSSA EXCELENCIA A ANULACAO DA MINHA MATRICULA NO CURSO DE DIREITO POR MOTIVOS DE ORDEM PESSOAL, IMPREVISTO E DE ENORME GRAVIDADE. PECO A VOSSA MELHOR ATENCAO, COM OS MELHORES CUMPRIMENTOS, DIANA CARVALHO.";"0";"Pedido anulação da matricula Motivo";"PEDIDO";"Motivação Pessoal";"MOTIVACAO PESSOAL"
"42625";"2020/2021";"NULL";"Deferido";"NULL";"Despachado";"MUDANCA PARA O CURSO DE DIREITO DA UPT NO SEGUNDO SEMESTRE MOTIVO: MUDEI PARA O CURSO DE DIREITO AGORA NO SEGUNDO SEMESTRE. SO ESTOU A ANULAR A MATRICULA EM RI AGORA POIS ESTAVA A ESPERA QUE A PROFESSORA DE INTRODUCAO AO DIREITO LANCASSE A NOTA FINAL DA CADEIRA NO MOODLE. TENDO EQUIVALENCIA A ESTA CADEIRA, NA SECRETARIA DISSERAM ME PARA SO ANULAR A MATRICULA QUANDO A NOTA SAISSE. VOU TAMBEM PEDIR EQUIVALENCIA A ESTA CADEIRA DE INTRODUCAO AO DIREITO, MAS PENSO QUE SO PODEREI FAZER ISSO QUANDO PEDIR TRANSFERENCIA DE CURSO A TITULO DEFINITIVO, POIS NO SEGUNDO SEMESTRE VOU ESTAR COMO ALUNO &QUOT;EXTERNO&QUOT;.";"0";""Mudança para o curso de Direito da UPT no segundo semestre  Motivo";""MUDANCA";"Motivação Pessoal";"MOTIVACAO PESSOAL"
"43592";"2020/2021";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DA MATRICULA DO MESTRADO EM TURISMO E HOSPITALIDADE MOTIVO: PRETENDO ANULAR A MATRICULA DO MESTRADO DE TURISMO E HOSPITALIDADE. ISTO PORQUE, DESDE QUE REALIZEI A MINHA CANDIDATURA A ESTE CURSO TENHO FICADO PREJUDICADA. TANTO PELO TEMPO DE ESPERA, QUANDO TANTOS OUTROS MESTRADOS JA ESTAVAM A FUNCIONAR, COMO TAMBEM A NIVEL FINANCEIRO. COM EXCECAO DO PAGAMENTO DA MATRICULA E O MES DE JANEIRO, EM QUE FINALMENTE COMECARAM AS AULAS, FUI OBRIGADA A PAGAR 3 MESES SEM USUFRUIR DOS MESMOS. ASSIM SENDO, PECO O REEMBOLSO DO MES DE OUTUBRO, NOVEMBRO E DEZEMBRO (359,90×3 = 1079,70€).";"0";"Anulação da matrícula do Mestrado em Turismo e Hospitalidade Motivo";"ANULACAO";"Motivo financeiro";"MOTIVOS FINANCEIROS"
"34986";"2020/2021";"NULL";"Deferido";"NULL";"Despachado";"CONGELAMENTO DE MATRICULA MOTIVO: VENHO POR ESTE MEIO COMUNICAR-VOS QUE GOSTARIA DE CONGELAR A MINHA MATRICULA NA UNIVERSIDADE PORTUCALENSE INFANTE D. HENRIQUE. A MINHA RAZAO E MOTIVOS PESSOAIS DE CARIZ CLINICO DOS QUAIS ESTOU A SER TRATADO POR ISSO O FACTO E QUE NAO ESTOU A COMPARECER AS AULAS DESDE NOVEMBRO. EU GOSTARIA DE NAO PAGAR AS PROPINAS DEPOIS DE NOVEMBRO POIS NAO ESTIVE A COMPARECER NAS AULAS PORQUE TIVE INTERNADO E POR CONSEGUINTE NAO TRATEI DO CONGELAMENTO ASSIDUAMENTE. ESPERO QUE COMPREENDAM A MINHA SITUACAO. OBRIGADO POR TODO O APOIO. SEBASTIAO RIBEIRO 34986";"0";"Congelamento de matrícula  Motivo";"CONGELAMENTO";"Motivação Pessoal";"MOTIVACAO PESSOAL"
"42059";"2020/2021";"NULL";"Deferido";"NULL";"Despachado";"CONGELAR O CURSO MOTIVO: NAO ME IDENTIFIQUEI COM OS METODOS DE ENSINO DA UNIVERSIDADE, MAS PRETENDO CONCLUIR O CURSO FUTURAMENTE.";"0";"Congelar o curso Motivo";"CONGELAR";"Motivação Pessoal";"MOTIVACAO PESSOAL"
"38214";"2020/2021";"NULL";"Deferido";"NULL";"Despachado";"PEDIDO DE ANULACAO DE MATRICULA MOTIVO: VENHO POR ESTE MEIO SOLICITAR A ANULACAO DA MINHA MATRICULA E INSCRICAO NO PRESENTE ANO LETIVO 2020/2021 NO CURSO DE DIREITO DEVIDO A MOTIVOS CLINICOS, OS QUAIS NEM SEMPRE ME POSSIBILITAM COMPARECER AS AULAS E PREPARAR-ME PARA TODAS AS PROVAS. TORNANDO, NESTE MOMENTO, QUASE IMPOSSIVEL LEVAR AVANTE ESTA NOVA LICENCIATURA. ALEM DISSO, TEM-SE REVELADO BASTANTE COMPLICADO ARTICULAR A UNIVERSIDADE E O EMPREGO EM SIMULTANEO, NAO ME SENDO POSSIVEL ABANDONAR ESTE ULTIMO PARA ME DEDICAR UNICAMENTE A UNIVERSIDADE.";"0";"Pedido de Anulação de Matrícula Motivo";"PEDIDO";"Motivação Pessoal";"MOTIVACAO PESSOAL"
"42241";"2020/2021";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DA MATRICULA MOTIVO: VOU ME INSCREVER COMO ALUNA EXTERNA NO OUTRO CURSO ( SIG) DESTA INSTITUICAO. UMA VEZ QUE FIZ O PAGAMENTO DO 1° SEMESTRE E NAO FREQUENTEI AS AULAS. PORQUE NAO CONSEGUI O VISTO. SOLICITO SE FOR POSSIVEL QUE OS VALORES PAGOS PASSE O NOVO CURSO.";"0";"Anulação da matrícula  Motivo";"ANULACAO";"Aluno externo";"ALUNO EXTERNO"
"40319";"2020/2021";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DE MATRICULA MOTIVO: COMECEI A TRABALHAR E PRETENDO CANCELAR A MATRICULA";"0";"Anulação de matricula Motivo";"ANULACAO";"Trabalho";"INCOMPATIBILIDADE COM ATIVIDADE PROFISSIONAL"
"43177";"2020/2021";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DA MATRICULA EM RELACOES INTERNACIONAIS MOTIVO: AS PROPINAS SAO MUITO DISPENDIOSAS";"0";"Anulação da matrícula em Relações Internacionais Motivo";"ANULACAO";"Motivo financeiro";"MOTIVOS FINANCEIROS"
"43443";"2020/2021";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DE MATRICULA MOTIVO: POR MOTIVOS DE SAUDE, PARAR POR UNS TEMPOS";"0";"Anulação de matricula Motivo";"ANULACAO";"Saúde";"MOTIVOS DE SAUDE"
